"unit_name","municipality","province","autonomous_community","google_criteria_id","google_name","google_canonical_name","google_target_type","match_type"
"El Vendrell, Tarragona","El Vendrell","Tarragona","Cataluña","9215170","El Vendrell","El Vendrell,Catalonia,Spain","Municipality","name+community"
"El Verger, Alicante","El Verger","Alicante","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"El Villar de Arnedo, La Rioja","El Villar de Arnedo","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"El Vilosell, Lleida","El Vilosell","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"El Viso de San Juan, Toledo","El Viso de San Juan","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"El Viso del Alcor, Sevilla","El Viso del Alcor","Sevilla","Andalucía","9049059","El Viso del Alcor","El Viso del Alcor,Andalusia,Spain","City","name+community"
"El Viso, Córdoba","El Viso","Córdoba","Andalucía","9216619","El Viso","El Viso,Andalusia,Spain","Municipality","name+community"
"El Álamo, Madrid","El Álamo","Madrid","Comunidad de Madrid","9228890","El Alamo","El Alamo,Community of Madrid,Spain","Municipality","name+community"
"Elantxobe, Vizcaya","Elantxobe","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Elburgo, Álava","Elburgo","Álava","País Vasco",NA,NA,NA,NA,"unmatched"
"Elche de la Sierra, Albacete","Elche de la Sierra","Albacete","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Elche, Alicante","Elche","Alicante","Comunidad Valenciana","1005413","Elx","Elx,Valencian Community,Spain","City","name+community"
"Elciego, Álava","Elciego","Álava","País Vasco",NA,NA,NA,NA,"unmatched"
"Elda, Alicante","Elda","Alicante","Comunidad Valenciana","1005404","Elda","Elda,Valencian Community,Spain","City","name+community"
"Elduain, Guipúzcoa","Elduain","Guipúzcoa","País Vasco",NA,NA,NA,NA,"unmatched"
"Elgeta, Guipúzcoa","Elgeta","Guipúzcoa","País Vasco",NA,NA,NA,NA,"unmatched"
"Elgoibar, Guipúzcoa","Elgoibar","Guipúzcoa","País Vasco","9049060","Elgoibar","Elgoibar,Basque Country,Spain","City","name+community"
"Elgorriaga, Navarra","Elgorriaga","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Eljas, Cáceres","Eljas","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Elorrio, Vizcaya","Elorrio","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Els Garidells, Tarragona","Els Garidells","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Els Guiamets, Tarragona","Els Guiamets","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Els Hostalets de Pierola, Barcelona","Els Hostalets de Pierola","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Els Omellons, Lleida","Els Omellons","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Els Omells de na Gaia, Lleida","Els Omells de na Gaia","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Els Pallaresos, Tarragona","Els Pallaresos","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Els Plans de Sió, Lleida","Els Plans de Sió","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Els Poblets, Alicante","Els Poblets","Alicante","Comunidad Valenciana","9227539","Els Poblets","Els Poblets,Valencian Community,Spain","Municipality","name+community"
"Els Prats de Rei, Barcelona","Els Prats de Rei","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Els Torms, Lleida","Els Torms","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Elvillar, Álava","Elvillar","Álava","País Vasco",NA,NA,NA,NA,"unmatched"
"Embid de Ariza, Zaragoza","Embid de Ariza","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Embid, Guadalajara","Embid","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Emperador, Valencia","Emperador","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Encina de San Silvestre, Salamanca","Encina de San Silvestre","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Encinacorba, Zaragoza","Encinacorba","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Encinas Reales, Córdoba","Encinas Reales","Córdoba","Andalucía",NA,NA,NA,NA,"unmatched"
"Encinas de Abajo, Salamanca","Encinas de Abajo","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Encinas de Arriba, Salamanca","Encinas de Arriba","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Encinas de Esgueva, Valladolid","Encinas de Esgueva","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Encinas, Segovia","Encinas","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Encinasola de los Comendadores, Salamanca","Encinasola de los Comendadores","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Encinasola, Huelva","Encinasola","Huelva","Andalucía",NA,NA,NA,NA,"unmatched"
"Encinedo, León","Encinedo","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Encinillas, Segovia","Encinillas","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Enciso, La Rioja","Enciso","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Encío, Burgos","Encío","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Endrinal, Salamanca","Endrinal","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Enguera, Valencia","Enguera","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Enguídanos, Cuenca","Enguídanos","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Enix, Almería","Enix","Almería","Andalucía",NA,NA,NA,NA,"unmatched"
"Entrala, Zamora","Entrala","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Entrambasaguas, Cantabria","Entrambasaguas","Cantabria","Cantabria",NA,NA,NA,NA,"unmatched"
"Entrena, La Rioja","Entrena","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Entrimo, Ourense","Entrimo","Ourense","Galicia",NA,NA,NA,NA,"unmatched"
"Entrín Bajo, Badajoz","Entrín Bajo","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Enériz, Navarra","Enériz","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Erandio, Vizcaya","Erandio","Vizcaya","País Vasco","9240483","Erandio","Erandio,Basque Country,Spain","Municipality","name+community"
"Eratsun, Navarra","Eratsun","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Ereño, Vizcaya","Ereño","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Ergoiena, Navarra","Ergoiena","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Erla, Zaragoza","Erla","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Ermua, Vizcaya","Ermua","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Errenteria, Guipúzcoa","Errenteria","Guipúzcoa","País Vasco","9215293","Errenteria","Errenteria,Basque Country,Spain","Municipality","name+community"
"Errezil, Guipúzcoa","Errezil","Guipúzcoa","País Vasco",NA,NA,NA,NA,"unmatched"
"Errigoiti, Vizcaya","Errigoiti","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Erro, Navarra","Erro","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Erustes, Toledo","Erustes","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Es Bòrdes, Lleida","Es Bòrdes","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Es Castell, Baleares","Es Castell","Baleares","Islas Baleares","9213962","Es Castell","Es Castell,Balearic Islands,Spain","Municipality","name+community"
"Es Mercadal, Baleares","Es Mercadal","Baleares","Islas Baleares","9214803","Es Mercadal","Es Mercadal,Balearic Islands,Spain","Municipality","name+community"
"Es Migjorn Gran, Baleares","Es Migjorn Gran","Baleares","Islas Baleares","9216554","Es Migjorn Gran","Es Migjorn Gran,Balearic Islands,Spain","Municipality","name+community"
"Escacena del Campo, Huelva","Escacena del Campo","Huelva","Andalucía",NA,NA,NA,NA,"unmatched"
"Escalante, Cantabria","Escalante","Cantabria","Cantabria",NA,NA,NA,NA,"unmatched"
"Escalona del Prado, Segovia","Escalona del Prado","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Escalona, Toledo","Escalona","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Escalonilla, Toledo","Escalonilla","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Escamilla, Guadalajara","Escamilla","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Escarabajosa de Cabezas, Segovia","Escarabajosa de Cabezas","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Escariche, Guadalajara","Escariche","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Escatrón, Zaragoza","Escatrón","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Escañuela, Jaén","Escañuela","Jaén","Andalucía",NA,NA,NA,NA,"unmatched"
"Escobar de Campos, León","Escobar de Campos","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Escobar de Polendos, Segovia","Escobar de Polendos","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Escobosa de Almazán, Soria","Escobosa de Almazán","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Escopete, Guadalajara","Escopete","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Escorca, Baleares","Escorca","Baleares","Islas Baleares","9214107","Escorca","Escorca,Balearic Islands,Spain","Municipality","name+community"
"Escorihuela, Teruel","Escorihuela","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Escucha, Teruel","Escucha","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Escurial de la Sierra, Salamanca","Escurial de la Sierra","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Escurial, Cáceres","Escurial","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Escúzar, Granada","Escúzar","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Esgos, Ourense","Esgos","Ourense","Galicia",NA,NA,NA,NA,"unmatched"
"Esguevillas de Esgueva, Valladolid","Esguevillas de Esgueva","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Eskoriatza, Guipúzcoa","Eskoriatza","Guipúzcoa","País Vasco","1005529","Eskoriatza","Eskoriatza,Basque Country,Spain","City","name+community"
"Eskuernaga, Álava","Eskuernaga","Álava","País Vasco",NA,NA,NA,NA,"unmatched"
"Eslava, Navarra","Eslava","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Eslida, Castellón","Eslida","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Espadaña, Salamanca","Espadaña","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Espadañedo, Zamora","Espadañedo","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Espadilla, Castellón","Espadilla","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Esparragalejo, Badajoz","Esparragalejo","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Esparragosa de Lares, Badajoz","Esparragosa de Lares","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Esparragosa de la Serena, Badajoz","Esparragosa de la Serena","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Esparreguera, Barcelona","Esparreguera","Barcelona","Cataluña","9207713","Esparreguera","Esparreguera,Catalonia,Spain","Municipality","name+community"
"Espartinas, Sevilla","Espartinas","Sevilla","Andalucía","9049064","Espartinas","Espartinas,Andalusia,Spain","City","name+community"
"Esparza de Salazar, Navarra","Esparza de Salazar","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Espeja de San Marcelino, Soria","Espeja de San Marcelino","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Espeja, Salamanca","Espeja","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Espejo, Córdoba","Espejo","Córdoba","Andalucía",NA,NA,NA,NA,"unmatched"
"Espejón, Soria","Espejón","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Espelúy, Jaén","Espelúy","Jaén","Andalucía",NA,NA,NA,NA,"unmatched"
"Espera, Cádiz","Espera","Cádiz","Andalucía",NA,NA,NA,NA,"unmatched"
"Espiel, Córdoba","Espiel","Córdoba","Andalucía",NA,NA,NA,NA,"unmatched"
"Espinelves, Girona","Espinelves","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Espino de la Orbada, Salamanca","Espino de la Orbada","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Espinosa de Cerrato, Palencia","Espinosa de Cerrato","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Espinosa de Cervera, Burgos","Espinosa de Cervera","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Espinosa de Henares, Guadalajara","Espinosa de Henares","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Espinosa de Villagonzalo, Palencia","Espinosa de Villagonzalo","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Espinosa de los Caballeros, Ávila","Espinosa de los Caballeros","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Espinosa de los Monteros, Burgos","Espinosa de los Monteros","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Espinosa del Camino, Burgos","Espinosa del Camino","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Espinoso del Rey, Toledo","Espinoso del Rey","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Espirdo, Segovia","Espirdo","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Esplegares, Guadalajara","Esplegares","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Esplugues de Llobregat, Barcelona","Esplugues de Llobregat","Barcelona","Cataluña","9213562","Municipality of Esplugues de Llobregat","Municipality of Esplugues de Llobregat,Catalonia,Spain","Municipality","name+community"
"Esplús, Huesca","Esplús","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Espolla, Girona","Espolla","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Esponellà, Girona","Esponellà","Girona","Cataluña",NA,NA,NA,NA,"unmatched"
"Esporles, Baleares","Esporles","Baleares","Islas Baleares","9207264","Esporles","Esporles,Balearic Islands,Spain","Municipality","name+community"
"Espot, Lleida","Espot","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Espronceda, Navarra","Espronceda","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Esquivias, Toledo","Esquivias","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Establés, Guadalajara","Establés","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Estada, Huesca","Estada","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Estadilla, Huesca","Estadilla","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Estamariu, Lleida","Estamariu","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Estaràs, Lleida","Estaràs","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Estella, Navarra","Estella","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"name only (rejected)"
"Estellencs, Baleares","Estellencs","Baleares","Islas Baleares","9211936","Estellencs","Estellencs,Balearic Islands,Spain","Municipality","name+community"
"Estepa de San Juan, Soria","Estepa de San Juan","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Estepa, Sevilla","Estepa","Sevilla","Andalucía","9049068","Estepa","Estepa,Andalusia,Spain","City","name+community"
"Estepona, Málaga","Estepona","Málaga","Andalucía","9049069","Estepona","Estepona,Andalusia,Spain","City","name+community"
"Estercuel, Teruel","Estercuel","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Esteribar, Navarra","Esteribar","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Esterri d'Àneu, Lleida","Esterri d'Àneu","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Esterri de Cardós, Lleida","Esterri de Cardós","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Estivella, Valencia","Estivella","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Estollo, La Rioja","Estollo","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Estopiñán del Castillo, Huesca","Estopiñán del Castillo","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Estremera, Madrid","Estremera","Madrid","Comunidad de Madrid",NA,NA,NA,NA,"unmatched"
"Estriégana, Guadalajara","Estriégana","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Estubeny, Valencia","Estubeny","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Estépar, Burgos","Estépar","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Etayo, Navarra","Etayo","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Etxalar, Navarra","Etxalar","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Etxarri-Aranatz, Navarra","Etxarri-Aranatz","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Etxauri, Navarra","Etxauri","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Etxebarri, Anteiglesia de San Es, Vizcaya","Etxebarri, Anteiglesia de San Es","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Etxebarria, Vizcaya","Etxebarria","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Eulate, Navarra","Eulate","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Ezcabarte, Navarra","Ezcabarte","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Ezcaray, La Rioja","Ezcaray","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Ezcároz, Navarra","Ezcároz","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Ezkio-Itsaso, Guipúzcoa","Ezkio-Itsaso","Guipúzcoa","País Vasco",NA,NA,NA,NA,"unmatched"
"Ezkurra, Navarra","Ezkurra","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Ezprogui, Navarra","Ezprogui","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Fabara, Zaragoza","Fabara","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Fabero, León","Fabero","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Facero Aldape (Irañeta y Uharte-, Navarra","Facero Aldape (Irañeta y Uharte-","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facero Arambelza (Arellano, Arró, Navarra","Facero Arambelza (Arellano, Arró","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facero Montejurra de Azqueta y U, Navarra","Facero Montejurra de Azqueta y U","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 10, Navarra","Facería 10","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 103, Navarra","Facería 103","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 104, Navarra","Facería 104","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 105, Navarra","Facería 105","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 106, Navarra","Facería 106","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 11, Navarra","Facería 11","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 14, Navarra","Facería 14","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 15, Navarra","Facería 15","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 16, Navarra","Facería 16","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 191, Navarra","Facería 191","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 2, Navarra","Facería 2","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 21, Navarra","Facería 21","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 22, Navarra","Facería 22","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 24, Navarra","Facería 24","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 26, Navarra","Facería 26","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 28, Navarra","Facería 28","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 30, Navarra","Facería 30","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 32, Navarra","Facería 32","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 35, Navarra","Facería 35","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 36, Navarra","Facería 36","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 37, Navarra","Facería 37","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 38, Navarra","Facería 38","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 39, Navarra","Facería 39","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 40, Navarra","Facería 40","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 41, Navarra","Facería 41","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 42, Navarra","Facería 42","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 43, Navarra","Facería 43","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 44, Navarra","Facería 44","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 45, Navarra","Facería 45","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 50, Navarra","Facería 50","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 52, Navarra","Facería 52","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 55, Navarra","Facería 55","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 56, Navarra","Facería 56","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 63, Navarra","Facería 63","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 65, Navarra","Facería 65","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Facería 70, Navarra","Facería 70","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
